STT;Loại hàng hóa;Tên hàng hóa;Đơn vị tính;Thông số kỹ thuật;Giá thẩm định(VND);Chứng thư thẩm định số;Ngày thẩm định;Nguồn dữ liệu;Người thẩm định
1047;;Tủ quần áo;Cái;"Tủ để đồ: 
- Kích thước: 1000x500x1830mm 
- Tủ sắt sơn tĩnh điện màu ghi, có 1 khối gồm 2 khoang, mỗi khoang có 2 đợt di động, có thêm 1 suốt treo áo, tủ có 2 cánh sắt mở, 2 tay nắm nhựa liền khóa";11800000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1048;;Giá phơi khăn mặt;Cái;"Giá phơi khăn mặt:
KT:1000 x 450 x 1100 mm
Vật liệu: Toàn bộ làm bằng inox 304 không nhiễm từ Giá được chia làm 04 tầng phơi khăn, trong đó 04 tầng dưới phơi 02 mặt được làm bằng inox F12 và F16, với tổng số dây phơi là 09 Chiếc Chân và trụ của giá được làm bằng inox hộp vuông 20x20 và 25 x 25 Trên đỉnh 02 thanh trụ là 02 quả bóng inox F30 Hai bên giá tạo hình trái tim từ inox ống F12 Chân có bánh xe F50 giúp di chuyển dễ dàng Phơi được khoảng 40 khăn không chồng lên nhau, đảm bảo chắc chắn, an toàn Các mối hàn được thực hiện bằng công nghệ hàn TIG, có khí argon bảo vệ mối hàn tránh hiện tượng ô xi hóa
";5400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1049;;Thùng rác;cái;"Thùng rác: 
Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốt 
Kích thước: 345 x 34 x 44 cm
";800000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1050;;Máy sấy tay;Cái;"Máy sấy tay
Hệ thống sấy :Sấy nóng
Công suất: 1062W
Tốc độ gió: 75 m/giây
Độ ồn:60dB
Chất liệu: Nhựa cao cấp
Nguồn điện áp:220V - 240V / 50Hz - 60Hz
Kích thước:Rộng x sâu x cao (310mm x 255mm x 182mm)
Trọng lượng sản phẩm (tham khảo): 3,6kg
Hoạt động tự động bằng cảm ứng giúp tiết kiệm năng lượng";25200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1051;;Bảng quay hai mặt;Cái;"Bảng quay hai mặt:
- Kích thước mặt Bảng : W1200 x H800 (W chiều rộng - H chiều cao)
- Mặt bảng có độ bền cao Bảng di động trên khung với bánh xe có chốt hãm Khung chân bảng làm bằng thép hộp sơn tĩnh điện cao cấp Chân bảng có thể tháo lắp dễ dàng, thuận tiện cho việc vận chuyển Các góc bảng, chân bảng có đầu bịt bằng nhựa, tránh sắc nhọn, tạo tính thẩm mỹ
-Bảng có 2 mặt, 1 Mặt bảng màu xanh, sáng đẹp có dòng kẻ mờ 5 x 5cm (Dễ viết thẳng hàng) dễ đọc, không bị chói, bóng ở bất kỳ vị trí nào, 1 mặt bảng bằng nỉ
- Vật liệu ổn định trong mọi thời tiết Tạo cảm giác khi viết lên bảng như viết lên giấy Dễ dàng lau sạch sau khi viết Có thể viết ngay khi bảng còn ướt                              ";3724000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1052;;Bộ mic trợ giảng;Bộ;"Bộ mic trợ giảng không dây:                                    
Công suất loa phát (với mic): RMS 15W
Công suất cực đại tối đa: PMPO 30W
Thời gian sạc: 6 giờ
Thời lượng pin (mic): ~4 giờ
Thời lượng pin máy: ~8 giờ
Kích thước thân máy: 13,5 (cao) x 11 (rộng) x 3,7 (dày)
Cổng sạc: DC5V/1A
Hỗ trợ kết nối: USB 20 / Bluetooth 50 / TF Card tối đa 32G / Aux 35 line inHỗ trợ chức năng:  USB, Ghi âm, FM, Thẻ nhớ, Bluetooth 50
Phụ kiện đi kèm: 1 Micro ko dây, kẹp đế,  dây sạc,  dây 35mm, dây đeo
";5200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1053;;Đồng hồ treo tường;Cái;Đồng hồ :- Kích thước: 370x360x50 mm- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn;1400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1054;;Rèm cầu vồng ;m2;"Rèm cầu vồng  :
- Kích thước: R2400xC1900 mm,R1300xC1900mm,
- Mô tả: Vải sợi cơ bản polyester 100% với hai vân vải xen kẽ nhau và cách nhau khoảng 8-10cm Hai vân vải bao gồm: 1 vân vải chính và 1 vân vải voan được dệt mỏng Hộp rèm bao gồm tất cả các linh kiện hộp rèm phía trên, thanh ray trục xoay rèm Tất cả các bộ phận này đều được làm bằng hợp kim nhôm chống rỉ sét, có độ bền rất cao,";1720000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1055;;Cốc xúc miệng nước muối;Chiếc;"Cốc xúc miệng:
- Cốc uống nước dung tích 250ml
- Chất liệu nhựa PP Nguyên sinh cao cấp
- Màu sắc: Xanh, trắng, Đen, Be (Kem)
- Thiết kế: Chống trơn trượt, nhỏ gọn, Thân cốc thiết kế vừa vặn với tay cầm
- Kích thước: Miệng 75cm cao 95cm
- An toàn, vệ sinh, chịu được nhiệt độ tới 120 độ C";28800;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1056;;Bình đựng nước muối;Cái; Bình nhựa tròn 15L sản xuất từ chất liệu nhựa PET chính phẩm cao cấp, an toàn Dùng để chứa các loại thức uống trong gia đình, giúp bảo quản thức uống lâu hơn;340000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1057;;Xô hứng nước xúc miệng;Cái;"Xô hứng nước xúc miệng
Được làm từ nhựa PP nguyên sinh, không chứa chất độc hại, đảm bảo an toàn cho sức khỏe của người sử dụng và thân thiện với môi trường
Quai xách và hai bên có gờ nắm chắc chắn giúp việc vận chuyển xô nhựa được dễ dàng
Khung nhựa vững chắc, chịu va đập, chịu tải trọng tốt
-Có nắp đậy tiện dụng, bảo quản tốt
Kích thước (tham khảo): 34 x 31 x 29 cm
Dung tích: 14L";196000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1058;;Giá để bình nước muối;Cái;"Giá để bình nước muối
Chân Bình Nước Inox  được làm từ chất liệu inox 304 sáng bóng, không gỉ, bền đẹp, chất lượng tốt Sản phẩm được thiết kế và sản xuất chắc chắn, bền bỉ, được dùng để đặt bình nước  15-20L, máy lọc nước trong gia đình và văn phòng
Kích thước: 30cmx30cmx50cm";1140000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1059;;Chăn hè;Cái ;"Tên sản phẩm: Chăn hè trẻ em đa sắc 
Chất liệu: Đũi
Kích thước: 100x140cm";380000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1060;;Chăn đông;Cái ;"Chăn đông
 Kích thước: 800 x 1200 mm
 Chất liệu: Cotton sattin, thoáng mát thấm hút mồ hôi (gòn dày 200g)";1596000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1061;;Gối ;Cái ;"Gối:
Kích thước: 300 x400 mm
Chất liệu: Vỏ gối làm bằng Cotton sattin, thoáng mát thấm hút mồ hôi, ruột gối là gòn xơ cao cấp
";596000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1062;;Ghế sofa mini cho trẻ tại Góc Văn học;Bộ;"Ghế sofa mini cho trẻ tại góc văn học 
 Kich thước ghế: 43*52*52cm  Kiểu dáng lựa chọn, phù hợp với mầm non
 Chất liệu: Khung polywood gỗ dày dặn, mút cao cấp, bọc nỉ hoặc bọc da Bộ gồm 02 ghế Màu sắc phù hợp với lứa tuổi mầm non";5160000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1063;;Băng ghế cho trẻ ngồi đọc sách (phía trên có đệm, phía dưới chia các ô, ngăn để đựng sách);Bộ;"Băng ghế để trẻ đọc sách
 Kích thước: 1200 x 300 x 300 mm
 Vật liệu: Gỗ cao su ghép thanh cao cấp loại 1 (AA) dày 18mm, được chứng nhận phù hợp TCVN 8575:2010, đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, sơn phủ bóng cao cấp đảm bảo tính thẩm mỹ bền đẹp của sản phẩm Ghế được thiết kế đa năng 2 trong 1 kết hợp giữa ghế ngồi có nệm bông ép bọc da 50mm và giá để sách 1 tầng với 3 khoang để sách truyện Sản phẩm được đăng ký nhãn hiệu và sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015, ISO 14001: 2015";7140000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1064;;Thảm trải sàn các hình tròn;Cái;"Thảm trải sàn hình tròn
Kích thước: Đường kính 1,6m
Chất liệu: Bề mặt chất sợi nỉ lì, không bị xù lông, không bị phai màu Mặt dưới có các hạt cao su giúp tăng độ ma sát, bám dính xuống mặt sàn nhà chống trượt";2200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1065;;Thảm trải sàn các hình vuông;m2;"Kích thước tấm : 60 x 60 cm, dày khoảng 1cm
Chất liệu : Xốp EVA + mặt thảm nỉ cao cấp độ bền cao";309600;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1066;;Thảm trải sàn các hình elip;Cái;"Thảm trải sàn hình Elip
Kích thước: 1,6x2m
Chất liệu: Bề mặt chất sợi nỉ lì, không bị xù lông, không bị phai màu Mặt dưới có các hạt cao su giúp tăng độ ma sát, bám dính xuống mặt sàn nhà chống trượt";2200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1067;;Tủ đựng chất tẩy rửa;Cái ;"Thông số kĩ thuật : 
 Kích thước : 418x300x400mm
 Chất liệu : Nhựa tổng hợp,chịu lực chịu nước";3200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1068;;Bảng tương tác;Bộ;"Loại bảng: Bảng vách ngăn Scala một mặt ghim nỉ + 1 mặt từ trắng
Kích thước: D1200 x C1500 mm
Vật liệu: Bề mặt bảng: Mặt HQ trắng viết bút dạ; Bề mặt ghim kết hợp tiêu âm theo bộ sưu tập màu vải trang nhã mới Có thể kết hợp 2 bề mặt từ HQ + 1 mặt tiêu âm ghim có tác dụng ghim tài liệu đồng thời làm tiêu tiếng ồn và âm thanh Bảng được sử dụng cốt tiêu âm + cao su non 5mm dày 20 mm đảm bảo chắc chắn Bánh xe chuyên dụng có chốt hãm định vị Sản phẩm được sản xuất bởi Nhà sản xuất đạt tiêu chuẩn ISO 9001:2015; ISO 14001:2015
";27080000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1069;;Ổ cắm kéo dài đa năng kết hợp 5 ổ;Cái ;"Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che, hạn chế tối đa bị phóng tia lửa điện, chống rò rỉ điện, chống giật hiệu quả, an toàn cho trẻ nhỏ
 Ổ cắm  được làm bằng hạt nhựa ABS nhập khẩu chịu nhiệt độ cao,chống cháy Chịu tải cao: Max 3200W, 2 lõi dây đồng : 2*1mm- Điện áp: 220V/ 50Hz";940000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1070;;Tủ để đồ ;Cái;"Tủ để đồ:
- Kích thước: R1800xS350xC1220mm
- Hình dáng: Tủ chia làm 15 ô (chia 3 khoang ngang, mỗi khoang 5 ô) cánh mở tay khoét, bản lề giảm chấn, mở êm, kích thước mỗi ô chia đều khoảng D350xS350xC400mm, chân tủ cao 30-50mm, có bánh xe di chuyển
- Chất liệu bằng gỗ cao su loại AA đã qua xử lý chống mối mọt, ẩm mốc, cong vênh, sơn phủ PU cao cấp dày 18mm, lưng tủ dày 10mm đảm bảo độ bền, an toàn 
";22800000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1071;;Giá để giày dép;Cái;"Giá để giày dép:
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
- Giá có thiết kế chia 4 đợt, các đợt bố trí đặt dốc 15 độ, phía ngoài có gờ đỡ Giá có hậu, hậu dày 10mmTrên các đợt bố trí các thanh gỗ R50xS18xD300mm chia ngăn để giầy, dép Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng
";4880000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1072;;Băng ghế để trẻ thay giầy dép;Cái;"Băng ghế để trẻ đọc sách+thay giày dép
- Kích thước: D1200xR300xC350 mm (chiều cao tính đệm)
- Băng ghế được thiết kế có đệm bọc nỉ dày 50mm đặt trên mặt, có 2 gờ chặn 2 đầu Phía dưới băng ghế chia 3 ngăn để đồChất liệu khung ghế bằng gỗ cao su loại AA dày 18mmGỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Khung ghế để để vân gỗ tự nhiên, sơn PU bóng
";5400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1073;;Giá góc xây dựng;Cái;"Giá góc xây dựng :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu ,để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển,thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1074;;Giá góc học tập ;Cái;"Giá góc học tập:
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu ,để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1075;;Giá góc nghệ thuật ;Cái;"Giá góc nghệ thuật :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu, để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1076;;Giá góc thực hành cuộc sống ;Cái;"Giá góc thực hành cuộc sống  :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu, để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên ,sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1077;;Giá góc ứng dụng các pp tiên tiến ;Cái;"Giá góc ứng dụng các pp tiên tiến  :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu, để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên ,sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển,thay đổi,sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1078;;Giá góc bán hàng;Cái;"Giá góc bán hàng  :
-Thiết kế gồm 3 giá độc lập, có thể ghép thành khối  lại với nhau theo mục đích sử dụng :
Giá bán hàng : R600 x S300 x C1200mm ( có 2 giá )
Giá bày đồ :1200 x 300 x 800 mm ( có 1 giá )
- Giá bán hàng chia làm 4 ngăn, có hậu Tại các ngăn ,bố trí các đợt đặt chéo 15 độ, có gờ chắn cao 50 mm chặn phía trước để tránh rơi đồ Giá bày đồ chia làm 3 tầng, 2 tầng trên mỗi tầng chia đều 2 ô, tầng dưới cùng chia đều 3 ô để bày đồ chơi và học liệu Giá bán hàng không hậu để trẻ đứng bán hàng Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";13140000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1079;;Giá góc văn học ;Cái;"Giá góc văn học : 
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
- Giá được thiết kế chia làm 4 ngăn ,4 tầngHai hồi bên cạnh làm để văn gỗ ,các mặt của các ngăn sơn bệt màu trắng Chất liệu giá bằng gỗ cao su loại AA dày 18mmGỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ ,bền đẹp của sản phẩm 
- Giá thiết kế có bánh xe ,có chốt phanh nên rất linh động trong việc di chuyển,thay đổi,sắp xếp đồ trong phòng ";5680000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
